App ID,App Name,Category,Rating,Number of Reviews,Installs,Size (MB),Price (USD),Content Rating,Type,Developer Name,Last Updated,Android Version,Current Version,In-App Purchases,Ad Supported,App Revenue (USD),User Engagement Score
app33068,App_6024,Music,4.4,33268,9387617,69.47,17.8,Everyone 10+,Paid,Developer F,2024-03-09,6.0 and up,6.3,No,Yes,169590513.83,8.99
app55393,App_6708,Photography,3.1,288876,7358285,157.95,8.61,Everyone,Paid,Developer H,2024-06-17,6.0 and up,5.1,Yes,Yes,65960517.97,2.12
app90710,App_3519,Productivity,4.3,475119,2599395,43.84,0.0,Everyone 10+,Free,Developer I,2024-06-08,8.0 and up,5.1,No,No,1028977.58,7.32
app71001,App_3133,Shopping,4.2,371875,3907906,156.96,0.0,Everyone,Free,Developer B,2024-05-28,5.0 and up,3.2,Yes,No,0.0,6.75
app15316,App_5708,Photography,1.6,331428,5979770,273.75,12.59,Teen,Paid,Developer G,2024-07-23,5.0 and up,2.5,No,Yes,79369720.88,4.93
app38768,App_3856,Social,1.1,84848,6621092,112.25,2.47,Teen,Paid,Developer J,2024-10-03,5.0 and up,6.3,No,Yes,18401110.02,6.01
app82723,App_7326,Finance,2.0,25873,2424363,124.12,6.17,Teen,Paid,Developer F,2024-03-11,9.0 and up,7.4,Yes,Yes,15696021.59,2.73
app52346,App_4906,Shopping,3.2,374820,32805,214.44,0.0,Mature 17+,Free,Developer E,2024-09-24,10.0 and up,5.1,No,No,6578.7,6.16
app80193,App_7162,Game,1.1,204916,7460858,123.93,0.0,Everyone,Free,Developer J,2024-04-06,10.0 and up,4.0,No,No,141387.77,4.79
app21964,App_8965,Game,4.9,471637,2965257,336.47,16.13,Everyone,Paid,Developer G,2024-03-08,9.0 and up,7.4,No,Yes,49710147.99,8.85
app22146,App_5581,Productivity,3.2,449815,2018283,104.27,0.0,Teen,Free,Developer I,2024-06-03,10.0 and up,1.0,No,Yes,316498.46,9.88
app48565,App_8817,Game,4.5,443854,1667436,319.44,0.0,Everyone,Free,Developer C,2024-07-07,7.0 and up,2.5,Yes,Yes,17604.72,3.27
app66660,App_8403,Photography,2.1,271157,5674876,484.59,0.0,Everyone 10+,Free,Developer D,2024-02-13,4.1 and up,5.1,No,No,295605.23,2.0
app85472,App_4123,Education,3.2,450354,8996387,205.5,0.0,Mature 17+,Free,Developer H,2024-01-03,9.0 and up,1.0,Yes,Yes,6385929.55,4.4
app25302,App_6056,Finance,1.4,435455,3696295,13.03,17.64,Mature 17+,Paid,Developer G,2024-05-09,10.0 and up,1.0,No,No,65202643.8,9.93
app94783,App_8199,Finance,3.7,51406,4199184,141.43,12.98,Teen,Paid,Developer F,2024-06-04,4.1 and up,4.0,No,No,54922738.49,6.12
app85783,App_4020,Game,4.3,471514,889188,443.18,0.0,Mature 17+,Free,Developer G,2024-09-24,8.0 and up,7.4,No,Yes,223391.66,8.11
app52937,App_6565,Health & Fitness,3.8,405301,4241126,420.59,10.61,Everyone 10+,Paid,Developer E,2024-11-29,7.0 and up,3.2,Yes,Yes,47614682.16,5.04
app94329,App_3944,Finance,4.5,492061,9036590,361.43,9.61,Everyone 10+,Paid,Developer A,2024-03-03,6.0 and up,4.0,No,No,90810190.93,1.27
app22512,App_7182,Shopping,4.8,147458,3070957,470.56,14.44,Mature 17+,Paid,Developer B,2024-01-28,4.1 and up,7.4,No,No,44437725.62,7.89
app25791,App_2995,Social,3.4,80932,6984143,477.4,4.62,Everyone,Paid,Developer H,2024-03-16,8.0 and up,2.5,No,Yes,32714312.94,4.59
app39887,App_5470,Travel,1.9,465641,9051683,38.67,4.75,Everyone,Paid,Developer A,2024-04-22,9.0 and up,6.3,Yes,Yes,44180946.15,2.02
app17809,App_4068,Travel,4.9,44075,1074599,249.17,0.0,Everyone,Free,Developer J,2024-02-15,7.0 and up,7.4,Yes,Yes,348602.11,1.82
app11935,App_3680,Music,3.0,195096,514755,273.47,0.0,Everyone 10+,Free,Developer B,2024-06-30,10.0 and up,6.3,Yes,No,318731.58,9.7
app40970,App_7332,Photography,3.2,234358,5464862,364.38,0.0,Mature 17+,Free,Developer C,2024-09-14,8.0 and up,7.4,No,Yes,384034.35,8.24
app37303,App_1515,Photography,1.9,29216,6702847,19.55,0.0,Mature 17+,Free,Developer J,2024-03-25,5.0 and up,7.4,Yes,Yes,1458062.9,6.35
app74067,App_4827,Finance,2.1,467579,172291,55.83,0.0,Teen,Free,Developer G,2024-08-16,9.0 and up,3.2,No,Yes,132134.62,5.35
app34392,App_8439,Finance,4.0,104734,856715,55.79,0.0,Mature 17+,Free,Developer J,2024-08-17,7.0 and up,7.4,Yes,Yes,195687.9,7.49
app86383,App_4507,Social,3.6,404269,6527594,461.61,5.15,Everyone 10+,Paid,Developer E,2024-10-06,6.0 and up,5.1,No,Yes,39358483.96,9.82
app89980,App_9652,Game,3.8,101059,5542665,110.03,0.0,Everyone,Free,Developer C,2024-11-02,4.1 and up,3.2,No,No,914435.23,6.32
app28988,App_2815,Social,3.7,21251,6387835,404.64,0.0,Everyone 10+,Free,Developer B,2024-09-29,8.0 and up,7.4,No,Yes,1442572.99,3.15
app30780,App_9223,Music,2.9,141764,8292020,405.16,0.0,Mature 17+,Free,Developer H,2024-05-15,7.0 and up,7.4,Yes,Yes,2747193.02,5.54
app60607,App_9237,Productivity,2.8,125938,1852564,132.67,10.21,Teen,Paid,Developer E,2024-02-27,5.0 and up,5.1,No,No,20522830.85,7.59
app80151,App_7022,Finance,3.1,26104,8905023,419.81,6.33,Everyone,Paid,Developer H,2024-08-09,10.0 and up,2.5,Yes,No,63252198.67,2.62
app63904,App_3869,Education,3.8,325272,2885287,165.65,0.0,Mature 17+,Free,Developer H,2024-02-09,4.1 and up,1.0,No,No,249465.8,3.64
app81285,App_1722,Education,1.8,413835,2615801,92.8,3.47,Everyone,Paid,Developer H,2024-05-17,7.0 and up,2.5,No,Yes,9222055.19,4.76
app33707,App_2794,Health & Fitness,3.1,86427,3973673,439.29,10.39,Everyone,Paid,Developer G,2024-04-04,4.1 and up,4.0,No,Yes,44721151.87,9.09
app80137,App_6722,Shopping,3.6,66880,1245672,299.92,1.35,Teen,Paid,Developer H,2024-09-11,8.0 and up,7.4,Yes,No,1681657.2,6.47
app21795,App_3374,Education,4.8,35098,4145946,52.29,19.2,Mature 17+,Paid,Developer G,2024-08-30,9.0 and up,6.3,Yes,No,83058957.38,3.1
app10373,App_4092,Photography,2.2,111159,9950404,119.55,0.0,Everyone,Free,Developer E,2024-05-26,6.0 and up,2.5,No,Yes,0.0,7.31
app14750,App_4563,Productivity,3.0,134093,9615607,292.11,0.0,Mature 17+,Free,Developer F,2024-12-11,4.1 and up,7.4,No,Yes,0.0,5.88
app59007,App_9216,Health & Fitness,2.5,100481,3654943,481.46,0.0,Teen,Free,Developer E,2024-12-28,6.0 and up,4.0,No,No,1266678.55,9.11
app27588,App_4460,Shopping,3.8,289243,5002415,350.62,0.0,Everyone 10+,Free,Developer I,2024-01-22,8.0 and up,4.0,No,Yes,0.0,3.21
app50928,App_4167,Productivity,1.9,45588,632605,371.11,3.03,Mature 17+,Paid,Developer G,2024-10-04,10.0 and up,7.4,Yes,No,2072411.6,2.45
app59134,App_9970,Social,4.9,201073,6956419,490.65,0.0,Mature 17+,Free,Developer J,2024-09-27,5.0 and up,6.3,Yes,No,1801906.61,4.06
app75578,App_1589,Shopping,4.3,162900,1065726,357.48,0.0,Everyone,Free,Developer G,2024-12-25,7.0 and up,3.2,Yes,Yes,45572.47,8.3
app31123,App_6845,Education,4.7,348254,858306,414.67,0.0,Everyone,Free,Developer A,2024-01-11,4.1 and up,2.5,No,No,193099.98,6.96
app54434,App_1786,Shopping,4.5,88575,6124869,197.16,9.55,Everyone 10+,Paid,Developer I,2024-08-25,6.0 and up,7.4,Yes,No,60352827.25,4.23
app72028,App_8538,Health & Fitness,4.9,227942,7021779,15.94,0.0,Teen,Free,Developer E,2024-09-13,10.0 and up,5.1,Yes,Yes,3036969.99,7.02
app24656,App_2200,Productivity,2.9,14826,5923192,46.5,0.0,Teen,Free,Developer E,2024-12-27,6.0 and up,4.0,Yes,Yes,277337.88,4.12
app65481,App_7007,Finance,1.9,436430,7448492,461.92,0.0,Teen,Free,Developer B,2024-09-26,8.0 and up,3.2,Yes,Yes,1728379.41,2.42
app26511,App_4306,Game,4.5,164521,2342163,29.5,19.97,Teen,Paid,Developer I,2024-09-17,8.0 and up,6.3,Yes,No,47452982.25,8.8
app71751,App_7871,Game,4.7,148884,6916641,499.61,0.0,Everyone,Free,Developer I,2024-09-09,7.0 and up,4.0,No,Yes,3738775.17,2.08
app92324,App_8239,Finance,3.2,241224,607273,230.66,0.0,Mature 17+,Free,Developer F,2024-03-25,8.0 and up,6.3,Yes,No,181886.85,6.89
app59529,App_1075,Travel,3.9,225161,2880343,11.09,15.42,Mature 17+,Paid,Developer E,2024-05-06,5.0 and up,7.4,Yes,No,44880010.57,6.06
app82493,App_8035,Travel,3.0,467999,3133438,126.34,14.46,Everyone 10+,Paid,Developer D,2024-12-15,7.0 and up,6.3,No,Yes,46207007.14,3.2
app20039,App_8630,Travel,1.7,27799,3112549,33.8,13.81,Everyone,Paid,Developer B,2024-07-12,8.0 and up,1.0,No,Yes,42984301.69,5.78
app46875,App_8237,Social,2.2,493441,5756523,258.66,10.0,Everyone,Paid,Developer D,2024-10-23,4.1 and up,3.2,No,Yes,58793961.67,4.91
app58256,App_7445,Finance,1.1,123367,173599,172.31,5.46,Mature 17+,Paid,Developer D,2024-09-25,7.0 and up,2.5,No,Yes,1009639.82,3.63
app90345,App_5235,Travel,2.9,366486,4301433,425.3,0.0,Teen,Free,Developer E,2024-02-14,6.0 and up,5.1,No,No,1384826.15,7.36
app63677,App_7159,Education,4.5,393610,2835753,191.38,0.0,Teen,Free,Developer D,2024-07-09,9.0 and up,3.2,Yes,No,69414.83,1.68
app16602,App_1494,Game,2.0,116963,2223177,43.09,0.0,Everyone 10+,Free,Developer B,2024-10-20,6.0 and up,4.0,No,Yes,178416.23,4.02
app98175,App_9096,Photography,2.7,429703,435192,408.75,0.0,Teen,Free,Developer H,2024-11-30,5.0 and up,5.1,No,Yes,157911.83,1.05
app32757,App_5388,Travel,4.6,470134,2785131,227.97,10.35,Teen,Paid,Developer J,2024-11-06,8.0 and up,3.2,No,No,28945994.87,2.4
app38580,App_7447,Travel,2.4,139344,7637543,449.31,7.45,Mature 17+,Paid,Developer E,2024-01-11,9.0 and up,5.1,Yes,No,63775971.02,2.37
app80448,App_3694,Photography,1.5,69960,8331781,293.32,1.73,Everyone 10+,Paid,Developer F,2024-01-12,4.1 and up,7.4,Yes,No,14531409.55,8.22
app31608,App_6706,Education,4.8,458348,521651,397.75,0.0,Everyone,Free,Developer F,2024-02-09,8.0 and up,3.2,Yes,No,91907.67,4.42
app80315,App_3575,Music,3.0,8221,238721,7.2,17.08,Everyone 10+,Paid,Developer C,2024-09-17,5.0 and up,5.1,Yes,No,4155648.51,8.93
app35313,App_6711,Travel,2.8,464018,2844579,469.22,18.93,Teen,Paid,Developer J,2024-04-18,9.0 and up,6.3,No,Yes,54150321.77,6.73
app41437,App_2493,Shopping,3.9,466164,5144419,304.48,3.28,Everyone,Paid,Developer D,2024-08-21,7.0 and up,7.4,No,Yes,18202873.76,8.36
app40927,App_4180,Finance,4.2,85797,6146120,11.77,0.0,Everyone 10+,Free,Developer F,2024-09-28,8.0 and up,1.0,Yes,No,4705560.39,9.51
app39758,App_6457,Travel,1.6,5713,1315636,169.86,4.0,Mature 17+,Paid,Developer B,2024-04-11,6.0 and up,2.5,No,Yes,5262544.0,8.99
app60523,App_4488,Shopping,3.4,414133,9187380,138.99,1.58,Everyone 10+,Paid,Developer C,2024-10-14,10.0 and up,2.5,Yes,Yes,19221644.63,2.9
app74852,App_5732,Game,3.5,300325,4934529,95.38,17.35,Everyone,Paid,Developer F,2024-07-15,8.0 and up,1.0,No,Yes,85903700.69,5.58
app89734,App_5043,Shopping,1.6,80523,5829497,422.2,0.0,Everyone,Free,Developer C,2024-02-04,7.0 and up,2.5,Yes,No,1595604.42,8.03
app66724,App_8859,Social,4.4,169378,2168526,115.73,0.0,Everyone,Free,Developer E,2024-08-23,5.0 and up,5.1,Yes,Yes,839680.67,9.71
app77381,App_9451,Social,4.2,469770,3592695,12.06,0.0,Mature 17+,Free,Developer G,2024-02-18,6.0 and up,1.0,No,Yes,1985897.88,1.82
app28209,App_9836,Social,2.1,354065,8148092,30.34,0.0,Everyone,Free,Developer B,2024-11-29,10.0 and up,2.5,Yes,Yes,2275795.05,5.04
app32454,App_9169,Education,2.4,476661,7503233,487.33,0.0,Teen,Free,Developer D,2024-07-28,6.0 and up,5.1,No,Yes,2972684.54,2.76
app91889,App_7641,Education,2.1,164223,9710037,64.11,8.73,Everyone,Paid,Developer D,2024-10-17,6.0 and up,6.3,Yes,No,86807179.13,9.49
app79243,App_6815,Music,4.5,473171,6193595,62.64,0.0,Teen,Free,Developer F,2024-04-05,8.0 and up,1.0,Yes,No,2360946.43,9.19
app96953,App_1357,Productivity,2.6,148962,1160455,465.48,0.0,Teen,Free,Developer A,2024-05-18,10.0 and up,4.0,No,No,239626.4,6.84
app20653,App_4046,Music,1.4,140077,991477,245.2,5.54,Teen,Paid,Developer H,2024-11-14,7.0 and up,3.2,Yes,No,5568649.23,2.66
app40366,App_6952,Finance,3.5,152522,1314232,141.27,0.0,Teen,Free,Developer B,2024-12-10,8.0 and up,2.5,Yes,No,8242.91,4.21
app60197,App_1144,Health & Fitness,2.9,77600,4023319,185.52,0.0,Teen,Free,Developer F,2024-05-29,6.0 and up,4.0,No,Yes,358051.64,9.41
app78688,App_3936,Productivity,1.2,276169,422050,103.25,0.63,Mature 17+,Paid,Developer E,2024-09-06,7.0 and up,2.5,Yes,Yes,389847.21,1.9
app62751,App_6235,Education,3.1,30190,4336221,407.49,7.44,Everyone 10+,Paid,Developer D,2024-11-12,8.0 and up,1.0,Yes,No,33914776.88,3.11
app27955,App_3125,Game,3.9,472433,2075301,415.31,0.0,Everyone,Free,Developer D,2024-07-22,7.0 and up,6.3,No,No,83601.44,4.68
app75508,App_9294,Health & Fitness,2.5,412148,7269704,183.12,17.83,Teen,Paid,Developer I,2024-07-20,10.0 and up,7.4,No,Yes,130561367.13,6.25
app10052,App_2746,Music,3.2,402140,6637487,196.19,0.0,Everyone,Free,Developer I,2024-04-30,4.1 and up,2.5,Yes,Yes,2804152.02,3.96
app78301,App_8233,Game,2.3,56660,8210486,8.3,15.26,Everyone,Paid,Developer H,2024-08-01,4.1 and up,4.0,Yes,No,129469345.6,4.75
app97682,App_1048,Game,4.4,327964,935936,110.35,8.47,Mature 17+,Paid,Developer D,2024-03-16,4.1 and up,4.0,No,No,8102045.56,7.27
app85388,App_7847,Education,1.4,8450,8504157,54.3,13.68,Mature 17+,Paid,Developer J,2024-05-07,5.0 and up,1.0,Yes,No,118797493.34,5.76
app41632,App_5290,Shopping,4.0,401299,4231862,256.13,0.31,Teen,Paid,Developer F,2024-08-09,10.0 and up,3.2,Yes,Yes,1641178.89,8.67
app60924,App_7057,Game,2.2,402393,7514580,400.29,0.0,Mature 17+,Free,Developer A,2024-09-03,4.1 and up,1.0,Yes,No,2827608.48,9.48
app96658,App_8068,Music,3.6,177730,5638828,158.75,0.0,Teen,Free,Developer E,2024-07-01,6.0 and up,2.5,Yes,Yes,341097.12,1.26
app50300,App_8518,Photography,3.7,282893,3380870,430.59,0.0,Everyone,Free,Developer G,2024-11-17,5.0 and up,6.3,Yes,No,2645587.52,8.47
app54579,App_8869,Social,2.4,376523,6724636,9.57,0.0,Teen,Free,Developer A,2024-09-23,6.0 and up,7.4,No,Yes,1163109.44,6.5
app77430,App_6429,Travel,4.5,66384,6223385,214.36,2.78,Teen,Paid,Developer B,2024-03-25,7.0 and up,5.1,Yes,No,19051287.46,7.17
app27380,App_6626,Productivity,1.3,164082,5066740,202.84,0.0,Mature 17+,Free,Developer A,2024-10-15,8.0 and up,1.0,Yes,Yes,3979502.31,2.54
app78214,App_5851,Health & Fitness,2.5,447945,39291,448.18,0.0,Mature 17+,Free,Developer D,2024-02-04,6.0 and up,6.3,No,Yes,31281.31,1.58
app80274,App_3499,Travel,2.6,108772,7352490,441.18,0.0,Everyone 10+,Free,Developer J,2024-03-31,9.0 and up,6.3,No,Yes,2052937.82,2.26
app89546,App_6323,Finance,3.5,104894,9349191,273.17,0.0,Everyone,Free,Developer I,2024-08-29,9.0 and up,5.1,Yes,Yes,2294862.83,8.2
app67887,App_8257,Photography,1.3,460572,7254715,213.52,12.49,Everyone,Paid,Developer J,2024-09-13,5.0 and up,5.1,Yes,No,92263225.93,1.12
app90909,App_3287,Education,4.3,218115,9877696,437.97,17.82,Everyone 10+,Paid,Developer C,2024-09-25,4.1 and up,2.5,Yes,No,177714275.83,1.53
app69259,App_8697,Social,2.5,325138,8390736,356.84,0.0,Teen,Free,Developer J,2024-10-09,8.0 and up,7.4,Yes,Yes,485506.68,4.33
app91131,App_2755,Photography,4.9,348034,8199680,304.98,9.61,Teen,Paid,Developer G,2024-10-10,7.0 and up,7.4,No,No,80630091.77,9.09
app44334,App_2098,Health & Fitness,3.7,202546,6009771,26.5,5.87,Teen,Paid,Developer G,2024-04-09,9.0 and up,1.0,No,Yes,35395690.17,3.37
app96094,App_7036,Social,1.3,184481,9839445,454.66,3.87,Mature 17+,Paid,Developer A,2024-08-25,9.0 and up,2.5,No,Yes,42148240.62,8.72
app32318,App_1275,Shopping,1.2,360291,2364020,96.37,0.0,Mature 17+,Free,Developer H,2024-06-13,9.0 and up,5.1,No,No,124514.89,9.67
app83872,App_1701,Productivity,4.6,389939,8803146,107.57,6.76,Everyone 10+,Paid,Developer B,2024-03-07,10.0 and up,7.4,No,No,59663147.64,9.78
app83075,App_7660,Health & Fitness,3.3,485175,6883778,235.06,0.0,Everyone,Free,Developer J,2024-06-06,8.0 and up,3.2,Yes,Yes,709344.94,4.45
app23085,App_5405,Game,4.0,425828,5843622,221.27,0.0,Everyone 10+,Free,Developer H,2024-09-25,4.1 and up,7.4,No,No,469759.37,7.2
app33331,App_1382,Travel,1.5,382525,5333183,358.25,0.0,Everyone,Free,Developer J,2024-02-29,4.1 and up,1.0,Yes,No,3590609.02,1.63
app12729,App_1319,Travel,4.1,310838,4202767,407.2,0.0,Everyone,Free,Developer C,2024-09-26,5.0 and up,1.0,Yes,Yes,98431.52,7.46
app22546,App_6111,Productivity,2.2,85261,8715107,112.5,7.61,Teen,Paid,Developer E,2024-06-17,4.1 and up,7.4,Yes,Yes,71966848.95,1.72
app74460,App_2756,Music,1.9,131048,8583583,395.81,0.0,Everyone,Free,Developer C,2024-07-11,10.0 and up,1.0,No,No,1315097.58,1.75
app19542,App_4903,Shopping,3.0,57415,5661358,455.1,0.0,Teen,Free,Developer E,2024-03-15,6.0 and up,1.0,No,No,612059.28,9.64
app90034,App_8950,Social,4.5,233483,7461721,305.82,0.0,Everyone 10+,Free,Developer H,2024-04-18,9.0 and up,1.0,Yes,No,0.0,5.67
app30411,App_3303,Music,2.0,342307,2136992,99.84,1.65,Everyone 10+,Paid,Developer B,2024-02-19,5.0 and up,5.1,No,No,4111513.91,8.12
app19942,App_5402,Travel,2.0,486259,2714005,103.98,17.13,Teen,Paid,Developer G,2024-08-30,10.0 and up,2.5,No,Yes,46490905.65,4.62
app43750,App_7916,Shopping,3.2,76986,1876585,223.38,0.34,Teen,Paid,Developer G,2024-01-19,8.0 and up,3.2,No,Yes,869033.79,4.03
app29711,App_5243,Health & Fitness,4.3,314792,6899433,439.3,2.0,Everyone 10+,Paid,Developer B,2024-12-05,7.0 and up,4.0,Yes,Yes,16606874.89,9.59
app58941,App_6292,Game,3.1,411596,2170084,458.33,3.58,Teen,Paid,Developer A,2024-05-22,6.0 and up,7.4,Yes,No,8526758.51,1.93
app34569,App_8827,Finance,4.3,238098,6052811,193.71,4.58,Mature 17+,Paid,Developer F,2024-01-14,8.0 and up,4.0,No,Yes,29211166.62,2.88
app92464,App_9942,Game,3.0,472286,560736,450.64,0.0,Mature 17+,Free,Developer H,2024-07-22,4.1 and up,7.4,Yes,Yes,101034.76,1.8
app77025,App_2802,Photography,2.3,297674,7349189,274.12,0.0,Everyone 10+,Free,Developer H,2024-02-10,6.0 and up,5.1,No,No,0.0,1.09
app11727,App_4325,Social,3.5,467168,8654404,47.01,0.0,Everyone,Free,Developer J,2024-10-22,4.1 and up,2.5,No,Yes,7500907.25,7.09
app89896,App_7836,Social,4.1,337188,9872171,273.8,18.52,Everyone 10+,Paid,Developer G,2024-01-04,4.1 and up,5.1,Yes,Yes,182869957.56,5.88
app18319,App_3739,Social,1.1,242342,3686512,58.53,0.0,Everyone 10+,Free,Developer B,2024-11-15,8.0 and up,3.2,Yes,No,2326094.26,9.69
app41150,App_5860,Finance,2.2,117769,1972335,431.53,0.0,Everyone,Free,Developer J,2024-12-26,9.0 and up,4.0,Yes,No,336986.09,2.02
app98760,App_3717,Photography,3.3,270397,4007710,295.44,14.58,Everyone 10+,Paid,Developer D,2024-07-21,10.0 and up,3.2,No,No,59094742.06,3.07
app83066,App_6787,Education,1.6,498673,426345,447.45,0.0,Mature 17+,Free,Developer A,2024-07-19,4.1 and up,6.3,Yes,No,12704.34,6.7
app41714,App_2081,Finance,4.9,187939,9643510,283.21,0.0,Teen,Free,Developer A,2024-05-19,8.0 and up,2.5,Yes,No,5721842.16,5.74
app99855,App_3071,Productivity,4.2,307587,9266284,119.81,17.35,Mature 17+,Paid,Developer B,2024-10-12,10.0 and up,5.1,No,Yes,161130603.65,1.64
app16316,App_8948,Game,1.7,270609,5764802,336.71,13.53,Everyone 10+,Paid,Developer D,2024-01-01,4.1 and up,3.2,Yes,No,78438775.34,6.26
app10584,App_5378,Game,3.7,180413,7717040,391.44,10.58,Everyone,Paid,Developer A,2024-06-24,4.1 and up,3.2,No,No,81646283.2,8.94
app11226,App_5112,Game,4.8,268681,7883546,456.63,0.0,Mature 17+,Free,Developer B,2024-12-06,4.1 and up,4.0,Yes,No,519970.91,8.39
app17035,App_4474,Travel,2.5,169518,8606628,479.64,1.34,Everyone,Paid,Developer H,2024-12-28,8.0 and up,2.5,No,Yes,13824025.07,5.0
app73730,App_3916,Finance,1.2,291664,4118078,238.25,0.0,Everyone,Free,Developer G,2024-12-11,7.0 and up,3.2,No,Yes,0.0,5.11
app89341,App_1727,Game,2.3,364114,4795044,244.78,0.0,Everyone 10+,Free,Developer H,2024-05-12,8.0 and up,1.0,Yes,No,3214949.97,5.27
app21737,App_7187,Game,2.9,431110,1211265,275.79,14.15,Everyone,Paid,Developer H,2024-08-19,4.1 and up,2.5,No,No,17888884.54,7.55
app69837,App_9727,Game,3.9,67986,4750142,291.71,0.26,Everyone,Paid,Developer D,2024-06-22,7.0 and up,4.0,Yes,Yes,3645859.23,9.79
app90240,App_4499,Shopping,4.0,58757,1475509,131.1,15.89,Everyone 10+,Paid,Developer I,2024-12-19,6.0 and up,4.0,No,Yes,23479799.39,6.11
app70695,App_1700,Photography,1.7,43787,4939567,472.51,0.0,Everyone,Free,Developer E,2024-09-26,8.0 and up,5.1,Yes,Yes,600296.07,2.22
app64021,App_2130,Social,3.3,307100,2154525,459.72,12.53,Everyone,Paid,Developer B,2024-11-12,10.0 and up,5.1,No,No,26996198.25,2.17
app92198,App_6977,Music,2.3,15403,3435870,347.21,0.0,Mature 17+,Free,Developer J,2024-12-31,8.0 and up,5.1,No,No,1861150.89,3.04
app34456,App_7375,Game,2.7,10575,6510147,113.02,15.35,Teen,Paid,Developer E,2024-01-05,6.0 and up,4.0,No,No,103824298.66,6.45
app19660,App_8127,Travel,1.7,127653,1631613,472.75,18.09,Everyone 10+,Paid,Developer J,2024-08-29,8.0 and up,2.5,Yes,No,30350352.08,2.76
app72549,App_6817,Education,4.9,220213,436455,126.82,0.0,Teen,Free,Developer B,2024-10-17,7.0 and up,3.2,No,No,130345.05,6.58
app55552,App_5725,Health & Fitness,5.0,104163,5255607,380.3,17.12,Everyone 10+,Paid,Developer F,2024-03-26,9.0 and up,6.3,Yes,Yes,91187022.24,8.24
app61342,App_3611,Music,3.6,189090,3567136,87.56,0.0,Everyone 10+,Free,Developer B,2024-02-10,9.0 and up,7.4,Yes,No,495737.85,1.48
app73067,App_8441,Health & Fitness,3.5,170263,2299968,102.13,16.05,Mature 17+,Paid,Developer A,2024-11-23,9.0 and up,1.0,Yes,No,37610095.24,5.51
app96803,App_8470,Social,3.0,361820,1552243,92.84,7.78,Everyone 10+,Paid,Developer G,2024-02-17,4.1 and up,7.4,No,No,12232049.53,8.79
app86738,App_6422,Social,3.9,251175,3162607,56.84,13.92,Everyone 10+,Paid,Developer H,2024-07-09,10.0 and up,6.3,No,No,44188623.35,1.33
app83531,App_7975,Shopping,3.7,162470,2582627,128.66,7.43,Everyone,Paid,Developer A,2024-09-21,10.0 and up,6.3,Yes,No,20104869.54,4.66
app66232,App_2047,Finance,2.2,419419,21605,330.75,0.0,Everyone 10+,Free,Developer B,2024-06-17,5.0 and up,1.0,Yes,No,8467.87,4.35
app63583,App_8269,Social,4.7,196169,1049833,128.37,10.87,Everyone 10+,Paid,Developer I,2024-12-24,6.0 and up,3.2,No,Yes,11596002.87,1.56
app43584,App_9307,Finance,3.0,320483,7970090,186.59,0.0,Teen,Free,Developer H,2024-04-13,6.0 and up,5.1,No,No,5801429.87,1.39
app94718,App_8657,Travel,5.0,342323,5716006,91.09,0.45,Teen,Paid,Developer D,2024-12-26,5.0 and up,3.2,No,Yes,5765436.7,5.86
app87347,App_1612,Productivity,3.7,351860,9499609,8.78,12.89,Teen,Paid,Developer F,2024-02-11,8.0 and up,5.1,No,No,123682962.85,2.38
app56277,App_5050,Shopping,3.6,36673,9869320,247.55,17.76,Everyone 10+,Paid,Developer H,2024-03-16,6.0 and up,6.3,No,Yes,180173069.21,8.15
app46712,App_1216,Travel,2.3,260791,5518826,67.05,0.0,Teen,Free,Developer F,2024-05-07,6.0 and up,1.0,Yes,Yes,0.0,5.12
app29078,App_3759,Travel,2.5,356581,3349758,202.44,0.0,Teen,Free,Developer E,2024-09-29,4.1 and up,5.1,No,Yes,2108970.69,8.67
app96447,App_3410,Shopping,2.3,222518,9639597,250.09,5.04,Everyone,Paid,Developer B,2024-11-28,9.0 and up,6.3,Yes,No,54440051.03,2.21
app13064,App_8127,Travel,3.1,372319,7626371,244.24,8.31,Everyone 10+,Paid,Developer G,2024-02-27,8.0 and up,7.4,No,Yes,63375143.01,5.8
app24769,App_4562,Productivity,2.5,480123,3081783,291.41,0.0,Everyone 10+,Free,Developer G,2024-10-18,6.0 and up,7.4,No,No,505669.87,5.21
app60761,App_2947,Education,1.9,51281,832354,212.87,17.41,Teen,Paid,Developer F,2024-01-05,10.0 and up,6.3,No,No,14491283.14,7.55
app99729,App_8307,Travel,3.5,184362,9242986,23.71,8.02,Everyone,Paid,Developer H,2024-07-10,7.0 and up,4.0,Yes,Yes,75632180.41,7.79
app19639,App_8196,Photography,3.0,449478,2168174,28.2,0.0,Mature 17+,Free,Developer H,2024-12-04,4.1 and up,5.1,No,No,190659.72,7.38
app40797,App_3710,Music,1.4,8260,441542,290.29,14.98,Everyone,Paid,Developer E,2024-04-06,6.0 and up,5.1,No,Yes,6837396.56,8.61
app56903,App_2779,Music,2.6,106580,5878189,345.1,11.56,Everyone 10+,Paid,Developer C,2024-10-12,9.0 and up,5.1,No,No,68845882.58,8.78
app35886,App_5274,Education,1.2,161603,9795685,89.88,3.48,Everyone 10+,Paid,Developer C,2024-11-22,7.0 and up,1.0,Yes,No,34088983.8,9.7
